# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1583700	1586210	+	LNNEOK_07925	vgrG	Type VI secretion system tip protein VgrG	KEGG:K11904, RefSeq:WP_001556813.1, SO:0001217, UniParc:UPI0002A1E4C4, UniRef:UniRef100_A0A8B5HP13, UniRef:UniRef50_A0A3P5DTF6, UniRef:UniRef90_A0A8B5HP13
contig_1	cds	1586203	1586943	+	LNNEOK_07930		Lysine-specific metallo-endopeptidase domain-containing protein	RefSeq:WP_001539493.1, SO:0001217, UniParc:UPI0002A45BEB, UniRef:UniRef100_A0A6C7HEZ7, UniRef:UniRef50_A0A8F8FMJ7, UniRef:UniRef90_A0A6C7HEZ7
contig_1	cds	1586987	1587793	+	LNNEOK_07935		hypothetical protein	SO:0001217, UniParc:UPI0002A27604, UniRef:UniRef100_A0A377K198, UniRef:UniRef50_A0A377K198, UniRef:UniRef90_A0A377K198
contig_1	cds	1588050	1590566	+	LNNEOK_07940	vgrG	Type VI secretion system tip protein VgrG	RefSeq:WP_016238851.1, SO:0001217, UniParc:UPI000338934D, UniRef:UniRef100_A0A7B5JZB1, UniRef:UniRef50_A0A2H2VB49, UniRef:UniRef90_A0A7B5JZB1
contig_1	cds	1590559	1591347	+	LNNEOK_07945		Lysine-specific metallo-endopeptidase domain-containing protein	RefSeq:WP_001556810.1, SO:0001217, UniParc:UPI0002A1E4F8, UniRef:UniRef100_A0A783XBI7, UniRef:UniRef50_A0A823B6E9, UniRef:UniRef90_A0A823B6E9
contig_1	cds	1591432	1592358	+	LNNEOK_07950		YARHG domain-containing protein	RefSeq:WP_001556809.1, SO:0001217, UniParc:UPI0002A2B366, UniRef:UniRef100_UPI00207BA247, UniRef:UniRef50_A8CFG6, UniRef:UniRef90_A0A7U9ASS4
contig_1	cds	1592615	1593829	+	LNNEOK_07955		Type VI secretion protein	RefSeq:WP_001539500.1, SO:0001217, UniParc:UPI0002A3E9B6, UniRef:UniRef100_A0A330BHC2, UniRef:UniRef50_X5FE85, UniRef:UniRef90_X5FE85
contig_1	cds	1593829	1594968	+	LNNEOK_07960	vasK	Type VI secretion protein VasK	SO:0001217, UniParc:UPI0002A1F033, UniRef:UniRef100_S1P132, UniRef:UniRef50_S1P132, UniRef:UniRef90_S1P132
contig_1	cds	1594965	1597214	+	LNNEOK_07965		IcmF-like protein	SO:0001217, UniParc:UPI0002A3BC50, UniRef:UniRef100_A0A8I0TGC0, UniRef:UniRef50_Q1R7L1, UniRef:UniRef90_E2QQS2
contig_1	cds	1597180	1598817	+	LNNEOK_07970	tssA	type VI secretion system protein TssA	SO:0001217, UniParc:UPI0002A40FBC, UniRef:UniRef100_A0A6H3KU91, UniRef:UniRef50_Q66CA7, UniRef:UniRef90_A0A418GW66
contig_1	cds	1598823	1600241	+	LNNEOK_07975		PAAR domain-containing protein	RefSeq:WP_001539505.1, SO:0001217, UniParc:UPI0002A323BF, UniRef:UniRef100_A0A6C7HF05, UniRef:UniRef50_X5FV89, UniRef:UniRef90_X5FV13
contig_1	cds	1600234	1600656	+	LNNEOK_07980		Lipoprotein	RefSeq:WP_001774033.1, SO:0001217, UniParc:UPI0002A20E16, UniRef:UniRef100_UPI002418B438, UniRef:UniRef50_A0A0J2B9K9, UniRef:UniRef90_A0A0K4CCD5
contig_1	cds	1601215	1602975	+	LNNEOK_07985	tssF	type VI secretion system baseplate subunit TssF	COG:COG3519, COG:U, GO:0003674, GO:0033103, RefSeq:WP_001539508.1, SO:0001217, UniParc:UPI0002A4602F, UniRef:UniRef100_A0A330BE88, UniRef:UniRef50_X5F6J3, UniRef:UniRef90_X5F6J3
contig_1	cds	1602939	1604018	+	LNNEOK_07990	tssG	type VI secretion system baseplate subunit TssG	GO:0033103, KEGG:K11895, RefSeq:WP_001539510.1, SO:0001217, UniParc:UPI0002A2164E, UniRef:UniRef100_A0A330BH46, UniRef:UniRef50_I2B6Y3, UniRef:UniRef90_B7MLF4
contig_1	cds	1603999	1604535	+	LNNEOK_07995	tssJ	type VI secretion system lipoprotein TssJ	GO:0003674, GO:0033103, RefSeq:WP_000484008.1, SO:0001217, UniParc:UPI0000043A0A, UniRef:UniRef100_E2QQS8, UniRef:UniRef50_E2QQS8, UniRef:UniRef90_E2QQS8
contig_1	cds	1604539	1604967	+	LNNEOK_08000	tssE	type VI secretion system baseplate subunit TssE	GO:0003674, GO:0033103, RefSeq:WP_000106967.1, SO:0001217, UniParc:UPI0000043A0B, UniRef:UniRef100_E2QQS9, UniRef:UniRef50_E2QQS9, UniRef:UniRef90_E2QQS9
contig_1	cds	1604967	1606343	+	LNNEOK_08005	deoW	DeoW	RefSeq:WP_000157817.1, SO:0001217, UniParc:UPI0000043A0C, UniRef:UniRef100_E2QQT0, UniRef:UniRef50_X5FEB3, UniRef:UniRef90_X5FEB3
contig_1	cds	1606643	1607590	-	LNNEOK_08010		2-hydroxyacid dehydrogenase	RefSeq:WP_001350145.1, SO:0001217, UniParc:UPI0001E18020, UniRef:UniRef100_A0A0G9FN95, UniRef:UniRef50_A0A0F3WFG6, UniRef:UniRef90_A0A0F3WFG6
contig_1	cds	1607662	1608258	-	LNNEOK_08015		KpsF/GutQ family sugar-phosphate isomerase	RefSeq:WP_001066226.1, SO:0001217, UniParc:UPI000187BEF7, UniRef:UniRef100_A0A066T3L9, UniRef:UniRef50_A0A0J2HAX7, UniRef:UniRef90_A0A0J2HAX7
contig_1	cds	1608261	1609436	-	LNNEOK_08020		Aminotransferase	RefSeq:WP_000382417.1, SO:0001217, UniParc:UPI0000DACF9F, UniRef:UniRef100_A0A192ESJ6, UniRef:UniRef50_A0A376D337, UniRef:UniRef90_A0A376D337
contig_1	cds	1609436	1611016	-	LNNEOK_08025		Bifunctional PTS system maltose and glucose-specific transporter subunits IICB	RefSeq:WP_000810554.1, SO:0001217, UniParc:UPI000176BC4A, UniRef:UniRef100_A0A4U9T9B0, UniRef:UniRef50_A0A3P6L535, UniRef:UniRef90_A0A3P6L535
contig_1	cds	1611048	1611872	-	LNNEOK_08030		Antiterminator	RefSeq:WP_000582830.1, SO:0001217, UniParc:UPI0000DACFA1, UniRef:UniRef100_A0A0G9FNU4, UniRef:UniRef50_A0A0G9FNU4, UniRef:UniRef90_A0A0D6GZL4
contig_1	cds	1612130	1613383	-	LNNEOK_08035	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	BlastRules:WP_000016907, COG:COG0860, COG:M, EC:3.5.1.28, GO:0008745, GO:0009253, GO:0030288, GO:0042597, GO:0043093, GO:0071555, RefSeq:WP_000016907.1, SO:0001217, UniParc:UPI000012597E, UniRef:UniRef100_P63884, UniRef:UniRef50_P63884, UniRef:UniRef90_P63884
contig_1	cds	1613615	1614946	+	LNNEOK_08040	argA	amino-acid N-acetyltransferase	COG:COG1246, COG:E, EC:2.3.1.1, GO:0004042, GO:0005737, GO:0006526, GO:0103045, RefSeq:WP_000237947.1, SO:0001217, UniParc:UPI0000125DFD, UniRef:UniRef100_P0A6C7, UniRef:UniRef50_P59293, UniRef:UniRef90_P59293
contig_1	cds	1615008	1616834	-	LNNEOK_08045	recD	exodeoxyribonuclease V subunit alpha	COG:COG0507, COG:L, EC:3.1.11.5, GO:0000724, GO:0000725, GO:0003677, GO:0004386, GO:0005524, GO:0006302, GO:0006310, GO:0006974, GO:0008854, GO:0009338, GO:0016887, GO:0017116, RefSeq:WP_001539515.1, SO:0001217, UniParc:UPI0002A3D042, UniRef:UniRef100_A0A400IWK4, UniRef:UniRef50_P04993, UniRef:UniRef90_P04993
contig_1	cds	1616834	1620376	-	LNNEOK_08050	recB	exodeoxyribonuclease V subunit beta	COG:COG1074, COG:L, EC:3.1.11.5, GO:0000287, GO:0000724, GO:0000725, GO:0003677, GO:0003678, GO:0004520, GO:0005524, GO:0005829, GO:0006281, GO:0006310, GO:0008094, GO:0008854, GO:0009314, GO:0009338, GO:0015616, GO:0043138, GO:0044355, RefSeq:WP_001539517.1, SO:0001217, UniParc:UPI0002A3DEF6, UniRef:UniRef100_A0A8B5HNM5, UniRef:UniRef50_P08394, UniRef:UniRef90_P08394
contig_1	cds	1620369	1623257	-	LNNEOK_08055	ptrA	pitrilysin	COG:COG1025, COG:O, EC:3.4.24.55, GO:0004222, GO:0006508, GO:0046872, RefSeq:WP_001138105.1, SO:0001217, UniParc:UPI00028C3095, UniRef:UniRef100_A0A0K3ELC0, UniRef:UniRef50_P05458, UniRef:UniRef90_A0A0K3ELC0
contig_1	cds	1623433	1626801	-	LNNEOK_08060	recC	exodeoxyribonuclease V subunit gamma	COG:COG1330, COG:L, EC:3.1.11.5, GO:0000724, GO:0000725, GO:0003677, GO:0003678, GO:0005524, GO:0006310, GO:0008854, GO:0009314, GO:0009338, GO:0044355, KEGG:K03583, RefSeq:WP_001556806.1, SO:0001217, UniParc:UPI0002A455E6, UniRef:UniRef100_A0A377K150, UniRef:UniRef50_P07648, UniRef:UniRef90_P07648
contig_1	cds	1626814	1627137	-	LNNEOK_08065	ppdC	prepilin-type N-terminal cleavage/methylation domain-containing protein	GO:0016020, RefSeq:WP_001276487.1, SO:0001217, UniParc:UPI0002A41299, UniRef:UniRef100_A0A330CMA3, UniRef:UniRef50_P08372, UniRef:UniRef90_P08372
contig_1	cds	1627122	1627529	-	LNNEOK_08070		DUF2509 domain-containing protein	RefSeq:WP_001078368.1, SO:0001217, UniParc:UPI0001E9620B, UniRef:UniRef100_A0A377K151, UniRef:UniRef50_P08370, UniRef:UniRef90_A0A4C7A6C8
contig_1	cds	1627526	1628089	-	LNNEOK_08075	pulJ	prepilin peptidase-dependent protein	COG:COG4795, COG:U, RefSeq:WP_001539522.1, SO:0001217, UniParc:UPI0002A3FCDD, UniRef:UniRef100_A0A7B5JZB7, UniRef:UniRef50_E3G528, UniRef:UniRef90_A0A0H3EP00
contig_1	cds	1628080	1628550	-	LNNEOK_08080	ppdA	prepilin peptidase-dependent protein	COG:COG2165, COG:NUW, GO:0016020, KEGG:K02679, RefSeq:WP_000857041.1, SO:0001217, UniParc:UPI00000E4A5F, UniRef:UniRef100_A0A0D8W0F7, UniRef:UniRef50_P33554, UniRef:UniRef90_P33554
contig_1	cds	1628735	1629529	-	LNNEOK_08085	thyA	thymidylate synthase	COG:COG0207, COG:F, EC:2.1.1.45, GO:0004799, GO:0005829, GO:0006231, GO:0006235, GO:0032259, RefSeq:WP_000816232.1, SO:0001217, UniParc:UPI000003EB17, UniRef:UniRef100_A7ZQT3, UniRef:UniRef50_P11044, UniRef:UniRef90_A8AP42
contig_1	cds	1629536	1630411	-	LNNEOK_08090	lgt	prolipoprotein diacylglyceryl transferase	COG:COG0682, COG:M, EC:2.5.1.145, GO:0005886, GO:0008961, GO:0009249, GO:0016020, GO:0042158, RefSeq:WP_000204658.1, SO:0001217, UniParc:UPI000003EB18, UniRef:UniRef100_A7ZQT4, UniRef:UniRef50_P44930, UniRef:UniRef90_A8AP43
contig_1	cds	1630562	1632808	-	LNNEOK_08095	ptsP	phosphoenolpyruvate--protein phosphotransferase	COG:COG3605, COG:T, EC:2.7.3.9, GO:0005737, GO:0008965, GO:0009401, GO:0016301, GO:0016310, GO:0046872, RefSeq:WP_000957911.1, SO:0001217, UniParc:UPI00000DEF8D, UniRef:UniRef100_E2QQU8, UniRef:UniRef50_P37177, UniRef:UniRef90_P37177
contig_1	cds	1632821	1633351	-	LNNEOK_08100	rppH	RNA pyrophosphohydrolase	COG:COG0494, COG:V, EC:3.6.1.-, GO:0016462, GO:0016787, RefSeq:WP_000564489.1, SO:0001217, UniParc:UPI00001308FB, UniRef:UniRef100_A7ZQT6, UniRef:UniRef50_A1TYU2, UniRef:UniRef90_A9MS78
contig_1	cds	1633704	1633850	-	LNNEOK_08105	ygdT	Protein YgdT	RefSeq:WP_000953278.1, SO:0001217, UniParc:UPI00000D0EED, UniRef:UniRef100_A0A385XJL2, UniRef:UniRef50_A0A385XJL2, UniRef:UniRef90_A0A385XJL2
contig_1	cds	1634036	1634725	+	LNNEOK_08110	mutH	DNA mismatch repair endonuclease MutH	COG:COG3066, COG:L, GO:0003677, GO:0004519, GO:0005737, GO:0006298, GO:0006304, RefSeq:WP_000082183.1, SO:0001217, UniParc:UPI00000DEF8E, UniRef:UniRef100_B7MLH7, UniRef:UniRef50_Q83QC1, UniRef:UniRef90_Q83QC1
contig_1	cds	1634794	1635507	+	LNNEOK_08115	ygdQ	UPF0053 inner membrane protein YgdQ	COG:COG0861, COG:P, GO:0005886, RefSeq:WP_001539524.1, SO:0001217, UniParc:UPI0002A1DFB9, UniRef:UniRef100_A0A8B5HNN3, UniRef:UniRef50_P67129, UniRef:UniRef90_P67129
contig_1	cds	1635645	1635863	+	LNNEOK_08120	ygdR	lipoprotein YgdR	BlastRules:WP_000758655, GO:0005886, RefSeq:WP_000758655.1, SO:0001217, UniParc:UPI000013B05A, UniRef:UniRef100_P65296, UniRef:UniRef50_P65296, UniRef:UniRef90_P65296
contig_1	cds	1635971	1637011	+	LNNEOK_08125	tas	NADP(H)-dependent aldo-keto reductase	COG:COG0667, COG:HR, GO:0016491, GO:0047834, RefSeq:WP_001199299.1, SO:0001217, UniParc:UPI00005E360B, UniRef:UniRef100_E2QQV4, UniRef:UniRef50_P0A9T4, UniRef:UniRef90_P0A9T4
contig_1	cds	1637043	1638236	-	LNNEOK_08130	lplT	lysophospholipid transporter LplT	GO:0005886, GO:0022857, GO:0051978, GO:0055085, RefSeq:WP_000004599.1, SO:0001217, UniParc:UPI00000DEF90, UniRef:UniRef100_Q0TDZ7, UniRef:UniRef50_A7ZQU1, UniRef:UniRef90_A7ZQU1
contig_1	cds	1638229	1640388	-	LNNEOK_08135	aas	bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase	COG:COG0318, COG:I, EC:2.3.1.40, EC:6.2.1.47, GO:0005524, GO:0005886, GO:0006631, GO:0008654, GO:0008779, GO:0008922, RefSeq:WP_001774034.1, SO:0001217, UniParc:UPI0002A2EEF8, UniRef:UniRef100_UPI0002A2EEF8, UniRef:UniRef50_Q8ZMA4, UniRef:UniRef90_Q8X6J8
contig_1	ncRNA	1640476	1640563	-	LNNEOK_08140	OmrA-B	OmrA-B family	RFAM:RF00079, SO:0000655
contig_1	ncRNA	1640679	1640760	-	LNNEOK_08145	OmrA-B	OmrA-B family	RFAM:RF00079, SO:0000655
contig_1	cds	1640974	1642005	+	LNNEOK_08150	galR	HTH-type transcriptional regulator GalR	COG:COG1609, COG:K, GO:0000976, GO:0003677, GO:0003700, GO:0006012, GO:0006351, GO:0006355, GO:0042802, RefSeq:WP_000201041.1, SO:0001217, UniParc:UPI00000DEF94, UniRef:UniRef100_E2QQV7, UniRef:UniRef50_P03024, UniRef:UniRef90_P03024
contig_1	cds	1642012	1643274	-	LNNEOK_08155	lysA	diaminopimelate decarboxylase	COG:COG0019, COG:E, EC:4.1.1.20, GO:0008836, GO:0009089, GO:0030170, RefSeq:WP_001120720.1, SO:0001217, UniParc:UPI0000DACFA6, UniRef:UniRef100_E2QQV8, UniRef:UniRef50_P00861, UniRef:UniRef90_P00861
contig_1	cds	1643396	1644331	+	LNNEOK_08160	lysR	DNA-binding transcriptional regulator LysR	BlastRules:WP_000741825, COG:COG0583, COG:K, GO:0003700, GO:0005737, GO:0006355, GO:0009089, GO:0010628, GO:0043565, RefSeq:WP_000741810.1, SO:0001217, UniParc:UPI00005EFAAB, UniRef:UniRef100_E2QQV9, UniRef:UniRef50_P03030, UniRef:UniRef90_P03030
contig_1	cds	1644318	1645010	-	LNNEOK_08165	ygeA	amino acid racemase	BlastRules:WP_000848659, COG:COG1794, COG:M, EC:5.1.1.-, EC:5.1.1.10, GO:0006807, GO:0016855, GO:0047661, KEGG:K25316, RefSeq:WP_001539527.1, SO:0001217, UniParc:UPI0002A2E96C, UniRef:UniRef100_A0A3P4GB13, UniRef:UniRef50_P03813, UniRef:UniRef90_P03813
contig_1	cds	1645139	1646557	-	LNNEOK_08170	araE	arabinose-proton symporter AraE	BlastRules:WP_000256438, BlastRules:WP_003243899, COG:COG2814, COG:G, GO:0005886, GO:0015147, GO:0015150, GO:0015293, GO:0015756, GO:0016020, GO:0042882, GO:0055085, RefSeq:WP_001539529.1, SO:0001217, UniParc:UPI0002A2D578, UniRef:UniRef100_A0A8B5HRE0, UniRef:UniRef50_P45598, UniRef:UniRef90_P0AE25
contig_1	cds	1646872	1647633	-	LNNEOK_08175	kduD	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD	COG:COG1028, COG:I, EC:1.1.1.127, GO:0000272, GO:0008678, GO:0016491, GO:0016616, GO:0019698, GO:0033764, GO:0042840, GO:0047001, GO:0051287, GO:0102635, RefSeq:WP_000603518.1, SO:0001217, UniParc:UPI00005EFAAE, UniRef:UniRef100_J7QH49, UniRef:UniRef50_P37769, UniRef:UniRef90_P37769
contig_1	cds	1647663	1648499	-	LNNEOK_08180	kduI	5-dehydro-4-deoxy-D-glucuronate isomerase	COG:COG3717, COG:G, EC:5.3.1.17, GO:0008270, GO:0008697, GO:0045490, KEGG:K01815, RefSeq:WP_001774035.1, SO:0001217, UniParc:UPI0002A4282D, UniRef:UniRef100_UPI001E2870A4, UniRef:UniRef50_Q05529, UniRef:UniRef90_Q8X6I8
contig_1	cds	1648786	1649967	-	LNNEOK_08185	yqeF	putative acetyl-CoA acetyltransferase	COG:COG0183, COG:I, EC:2.3.1.9, GO:0003985, GO:0003988, GO:0005737, GO:0071271, RefSeq:WP_000656011.1, SO:0001217, UniParc:UPI00016088EA, UniRef:UniRef100_A0A0G9FP05, UniRef:UniRef50_Q46939, UniRef:UniRef90_Q46939
contig_1	cds	1650222	1651451	+	LNNEOK_08190	yqeG	Inner membrane transport protein YqeG	COG:COG0814, COG:E, GO:0003333, GO:0005886, RefSeq:WP_000065950.1, SO:0001217, UniParc:UPI000013BEEE, UniRef:UniRef100_P63342, UniRef:UniRef50_P63342, UniRef:UniRef90_P63342
contig_1	tRNA	1651767	1651840	-	LNNEOK_08195	trnG	tRNA-Gly(ccc)	SO:0000260
contig_1	cds	1651919	1652674	-	LNNEOK_08200	actS	amidase activator ActS	COG:COG0739, COG:M, GO:0004222, GO:0005886, GO:0009279, GO:0032153, RefSeq:WP_001272558.1, SO:0001217, UniParc:UPI0000226454, UniRef:UniRef100_E2QQW6, UniRef:UniRef50_Q46798, UniRef:UniRef90_Q46798
contig_1	cds	1653088	1655385	+	LNNEOK_08205	xdhA	xanthine dehydrogenase molybdenum-binding subunit XdhA	COG:C, COG:COG1529, EC:1.17.1.4, GO:0002197, GO:0004854, GO:0005506, GO:0005737, GO:0006166, GO:0009114, GO:0016491, RefSeq:WP_001774036.1, SO:0001217, UniParc:UPI0002A4083A, UniRef:UniRef100_UPI0002A4083A, UniRef:UniRef50_Q46799, UniRef:UniRef90_Q46799
contig_1	cds	1655396	1656274	+	LNNEOK_08210	xdhB	xanthine dehydrogenase FAD-binding subunit XdhB	COG:C, COG:COG1319, EC:1.17.1.4, GO:0002197, GO:0004854, GO:0005737, GO:0006166, GO:0009114, GO:0016491, GO:0071949, RefSeq:WP_001539532.1, SO:0001217, UniParc:UPI0002A326D3, UniRef:UniRef100_A0A7B5FXA7, UniRef:UniRef50_Q46800, UniRef:UniRef90_Q46800
contig_1	cds	1656271	1656750	+	LNNEOK_08215	xdhC	xanthine dehydrogenase iron sulfur-binding subunit XdhC	COG:C, COG:COG2080, EC:1.17.1.4, RefSeq:WP_001016615.1, SO:0001217, UniParc:UPI000187BF3D, UniRef:UniRef100_A0A376HNZ3, UniRef:UniRef50_Q46801, UniRef:UniRef90_A0A0D6H0E0
contig_1	cds	1656790	1658568	-	LNNEOK_08220	uacR	Putative uric acid sigma-54-dependent transcriptional regulator UacR	COG:COG3829, COG:KT, GO:0005524, GO:0006355, GO:0016887, GO:0019628, GO:0043565, KEGG:K21405, RefSeq:WP_000417784.1, SO:0001217, UniParc:UPI00005EFAB2, UniRef:UniRef100_E2QQX0, UniRef:UniRef50_Q46802, UniRef:UniRef90_Q46802
contig_1	cds	1659047	1660234	+	LNNEOK_08225	ygeW	knotted carbamoyltransferase YgeW	COG:COG0078, COG:E, EC:2.1.3.-, GO:0004585, GO:0016597, GO:0019240, GO:0042450, RefSeq:WP_000859787.1, SO:0001217, UniParc:UPI000187BF3E, UniRef:UniRef100_W8TVY8, UniRef:UniRef50_Q8X6C0, UniRef:UniRef90_Q8X6C0
contig_1	cds	1660292	1661488	+	LNNEOK_08230	dpaL	diaminopropionate ammonia-lyase	EC:4.3.1.15, GO:0008838, GO:0030170, GO:0042803, RefSeq:WP_000110478.1, SO:0001217, UniParc:UPI00005EFAB3, UniRef:UniRef100_A0A0D8W049, UniRef:UniRef50_P66901, UniRef:UniRef90_P66901
contig_1	cds	1661546	1662757	+	LNNEOK_08235	ygeY	YgeY family selenium metabolism-linked hydrolase	COG:COG0624, COG:E, GO:0006508, GO:0006526, GO:0008237, GO:0008777, GO:0016787, GO:0046872, RefSeq:WP_001107125.1, SO:0001217, UniParc:UPI000013B06D, UniRef:UniRef100_P65809, UniRef:UniRef50_P65809, UniRef:UniRef90_P65809
contig_1	cds	1662810	1664195	+	LNNEOK_08240	hyuA	D-phenylhydantoinase	BlastRules:WP_001264442, COG:COG0044, COG:F, EC:3.5.2.-, EC:3.5.2.2, GO:0004157, GO:0005737, GO:0006208, GO:0008152, GO:0016812, GO:0046872, RefSeq:WP_001264434.1, SO:0001217, UniParc:UPI00005EFAB5, UniRef:UniRef100_Q0TDX8, UniRef:UniRef50_B7N7B8, UniRef:UniRef90_B7N7B8
contig_1	cds	1664243	1665175	+	LNNEOK_08245	arcC	carbamate kinase	COG:COG0549, COG:E, EC:2.7.2.2, GO:0005829, GO:0006520, GO:0008804, GO:0016310, GO:0019546, KEGG:K00926, RefSeq:WP_000037976.1, SO:0001217, UniParc:UPI00005EFAB6, UniRef:UniRef100_A0A192ETG3, UniRef:UniRef50_Q46807, UniRef:UniRef90_Q46807
contig_1	cds	1665216	1666841	-	LNNEOK_08250	yqeB	selenium-dependent molybdenum cofactor biosynthesis protein YqeB	COG:COG1975, COG:O, RefSeq:WP_001020384.1, SO:0001217, UniParc:UPI00005EFAB7, UniRef:UniRef100_A0A0D8W3H5, UniRef:UniRef50_Q46808, UniRef:UniRef90_Q46808
contig_1	cds	1666889	1667659	-	LNNEOK_08255	yqeC	selenium cofactor biosynthesis protein YqeC	GO:0005524, GO:0009058, RefSeq:WP_001539534.1, SO:0001217, UniParc:UPI0002A428FC, UniRef:UniRef100_S1PAK6, UniRef:UniRef50_Q46809, UniRef:UniRef90_Q46809
contig_1	cds	1667763	1668341	+	LNNEOK_08260	mocA	molybdenum cofactor cytidylyltransferase	COG:COG2068, COG:H, EC:2.7.7.76, GO:0000166, GO:0000287, GO:0006777, GO:0032324, GO:0061602, GO:0070567, GO:1902760, KEGG:K07141, RefSeq:WP_001272860.1, SO:0001217, UniParc:UPI00000DEFA5, UniRef:UniRef100_E2QQX8, UniRef:UniRef50_Q46810, UniRef:UniRef90_Q46810
contig_1	cds	1668663	1671761	+	LNNEOK_08265	ygfK	putative selenate reductase subunit YgfK	COG:C, COG:COG1145, GO:0005506, GO:0016491, GO:0051536, GO:0051539, RefSeq:WP_001539537.1, SO:0001217, UniParc:UPI0002A22D4A, UniRef:UniRef100_S1P1F5, UniRef:UniRef50_Q46811, UniRef:UniRef90_Q46811
contig_1	cds	1671764	1673092	+	LNNEOK_08270	ssnA	putative aminohydrolase SsnA	COG:COG0402, COG:FR, EC:3.-.-.-, GO:0016810, GO:0030308, GO:0046872, RefSeq:WP_000906282.1, SO:0001217, UniParc:UPI00016088E9, UniRef:UniRef100_A0A0H2VAG9, UniRef:UniRef50_Q46812, UniRef:UniRef90_Q46812
contig_1	cds	1673143	1673922	+	LNNEOK_08275	ygfM	Uncharacterized protein YgfM	COG:C, COG:COG1319, GO:0016491, GO:0071949, KEGG:K12529, RefSeq:WP_001539540.1, SO:0001217, UniParc:UPI0002A38316, UniRef:UniRef100_A0A377K0Z4, UniRef:UniRef50_P64558, UniRef:UniRef90_P64558
contig_1	cds	1673919	1676789	+	LNNEOK_08280	xdhD	putative hypoxanthine oxidase XdhD	COG:C, COG:COG2080, EC:1.-.-.-, GO:0005506, GO:0006144, GO:0006166, GO:0016491, GO:0051537, RefSeq:WP_000583653.1, SO:0001217, UniParc:UPI0001E8BEC9, UniRef:UniRef100_A0A066T3Z9, UniRef:UniRef50_Q46814, UniRef:UniRef90_Q46814
contig_1	cds	1676954	1678354	+	LNNEOK_08285	xanQ	xanthine/proton symporter XanQ	BlastRules:WP_001280192, COG:COG2233, COG:F, GO:0005886, GO:0042906, GO:0042907, RefSeq:WP_001280192.1, SO:0001217, UniParc:UPI00005EFABD, UniRef:UniRef100_P67446, UniRef:UniRef50_P67446, UniRef:UniRef90_P67446
contig_1	cds	1678372	1679688	+	LNNEOK_08290	guaD	guanine deaminase	EC:3.5.4.3, GO:0005829, GO:0006147, GO:0008270, GO:0008892, GO:0018756, GO:0046098, KEGG:K01487, RefSeq:WP_001539542.1, SO:0001217, UniParc:UPI0002A1A7B6, UniRef:UniRef100_A0A377K2W4, UniRef:UniRef50_P76641, UniRef:UniRef90_P76641
contig_1	cds	1679724	1681091	+	LNNEOK_08295	ghxQ	guanine/hypoxanthine transporter GhxQ	BlastRules:WP_000012163, GO:0005886, GO:0015208, GO:0016020, GO:0035344, GO:0098710, RefSeq:WP_000012167.1, SO:0001217, UniParc:UPI00000DEFAB, UniRef:UniRef100_E2QQY5, UniRef:UniRef50_Q46817, UniRef:UniRef90_Q46817
contig_1	cds	1681127	1681615	-	LNNEOK_08300	ygfS	Putative electron transport protein YgfS	COG:C, COG:COG1142, GO:0046872, GO:0051539, RefSeq:WP_001539543.1, SO:0001217, UniParc:UPI0002A30E63, UniRef:UniRef100_A0A2P6IRV7, UniRef:UniRef50_Q46819, UniRef:UniRef90_Q46819
contig_1	cds	1681615	1683534	-	LNNEOK_08305	ygfT	formate-dependent uric acid utilization protein YgfT	COG:C, COG:COG1142, GO:0016491, GO:0019628, GO:0046872, GO:0051536, GO:0051539, RefSeq:WP_001363023.1, SO:0001217, UniParc:UPI0001886588, UniRef:UniRef100_E2QQY7, UniRef:UniRef50_P37127, UniRef:UniRef90_Q46820
contig_1	cds	1683970	1685418	+	LNNEOK_08310	uacT	urate/proton symporter UacT	BlastRules:WP_001295374, COG:COG2233, COG:F, GO:0005886, GO:0015143, GO:0015293, GO:0015747, GO:0042906, GO:0042907, GO:1902600, RefSeq:WP_001539546.1, SO:0001217, UniParc:UPI0002A3A0DE, UniRef:UniRef100_A0A7B5FXB6, UniRef:UniRef50_Q46821, UniRef:UniRef90_Q46821
contig_1	cds	1685420	1685545	+	LNNEOK_08315	yqfG	YqfG protein	RefSeq:WP_001539548.1, SO:0001217, UniParc:UPI0002A1C0E8, UniRef:UniRef100_A0A377K152, UniRef:UniRef50_C1P614, UniRef:UniRef90_A0A5B9AFD6
contig_1	cds	1685668	1686216	+	LNNEOK_08320	idi	isopentenyl-diphosphate Delta-isomerase	COG:COG1443, COG:I, EC:5.3.3.2, GO:0004452, GO:0005737, GO:0008299, GO:0046872, GO:0050992, KEGG:K01823, RefSeq:WP_001774038.1, SO:0001217, UniParc:UPI0002A3E68C, UniRef:UniRef100_UPI0002A3E68C, UniRef:UniRef50_Q8Z3X9, UniRef:UniRef90_Q8FE75
